s.no,title,type,main_genre,listed_in,rating,main_country,release_year,year_added,month_added,date_added,day_of_week,duration_int,duration_type,director,cast,description
134,Clear and Present Danger,Movie,Action & Adventure,"Action & Adventure, Dramas",PG-13,United States,1994,2021,9,01-09-21,Wednesday,142,min,Phillip Noyce,"Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida, Henry Czerny, Harris Yulin, Donald Moffat, Miguel Sandoval, Benjamin Bratt, Dean Jones, Thora Birch, James Earl Jones, Raymond Cruz","When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel."
135,Cliffhanger,Movie,Action & Adventure,Action & Adventure,R,United States,1993,2021,9,01-09-21,Wednesday,113,min,Renny Harlin,"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner, Rex Linn, Caroline Goodall, Leon, Craig Fairbrass, Ralph Waite, Max Perlich, Paul Winfield","Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers."
136,Cold Mountain,Movie,Dramas,"Dramas, Romantic Movies",R,United States,2003,2021,9,01-09-21,Wednesday,154,min,Anthony Minghella,"Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins, Brendan Gleeson, Philip Seymour Hoffman, Natalie Portman, Giovanni Ribisi, Donald Sutherland, Ray Winstone","This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm."
137,Crocodile Dundee in Los Angeles,Movie,Action & Adventure,"Action & Adventure, Comedies",PG,Australia,2001,2021,9,01-09-21,Wednesday,95,min,Simon Wincer,"Paul Hogan, Linda Kozlowski, Jere Burns, Jonathan Banks, Aida Turturro, Alec Wilson, Gerry Skilton, Steve Rackman, Serge Cockburn, Paul Rodriguez, Mark Adair-Rios, Tiriel Mora, Grant Piro, Mike Tyson","When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel."
138,Dear John,Movie,Dramas,"Dramas, Romantic Movies",PG-13,United States,2010,2021,9,01-09-21,Wednesday,108,min,Lasse Hallström,"Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas, D.J. Cotrona, Cullen Moss, Gavin McCulley, Jose Lucena Jr., Keith Robinson, Scott Porter","While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together."
139,Do the Right Thing,Movie,Classic Movies,"Classic Movies, Comedies, Dramas",R,United States,1989,2021,9,01-09-21,Wednesday,120,min,Spike Lee,"Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson, Giancarlo Esposito, Spike Lee, Bill Nunn, John Turturro, Paul Benjamin, Frankie Faison, Samuel L. Jackson, Rosie Perez, Martin Lawrence, Miguel Sandoval","On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy."
140,"El patrón, radiografía de un crimen",Movie,Dramas,"Dramas, International Movies, Thrillers",TV-MA,Argentina,2014,2021,9,01-09-21,Wednesday,100,min,Sebastián Schindel,"Joaquín Furriel, Luis Ziembrowski, Guillermo Pfening, Mónica Lairana, Germán de Silva, Victoria Raposo, Andrea Garrote",A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case.
141,Extraction,Movie,Action & Adventure,Action & Adventure,R,United States,2015,2021,9,01-09-21,Wednesday,82,min,Steven C. Miller,"Bruce Willis, Kellan Lutz, Gina Carano, D.B. Sweeney, Joshua Mikel, Steve Coulter, Dan Bilzerian, Heather Johansen","When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot."
142,Freedom Writers,Movie,Dramas,Dramas,PG-13,Germany,2007,2021,9,01-09-21,Wednesday,124,min,Richard LaGravenese,"Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton, April L. Hernandez, Mario, Kristin Herrera, Jaclyn Ngan, Sergio Montalvo, Jason Finn, Deance Wyatt, Vanetta Smith","While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives."
143,Green Lantern,Movie,Action & Adventure,"Action & Adventure, Sci-Fi & Fantasy",PG-13,United States,2011,2021,9,01-09-21,Wednesday,114,min,Martin Campbell,"Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong, Tim Robbins, Jay O. Sanders, Taika Waititi, Angela Bassett",Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.
144,House Party,Movie,Comedies,"Comedies, Cult Movies",R,United States,1990,2021,9,01-09-21,Wednesday,104,min,Reginald Hudlin,"Christopher Reid, Christopher Martin, Robin Harris, Tisha Campbell, A.J. Johnson, Martin Lawrence, Paul Anthony, Bowlegged Lou, B-Fine, Edith Fields, Kelly Jo Minter, Clifton Powell, Verda Bridges","Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another."
145,House Party 2,Movie,Comedies,"Comedies, Cult Movies, Music & Musicals",R,United States,1991,2021,9,01-09-21,Wednesday,94,min,"George Jackson, Doug McHenry","Christopher Reid, Christopher Martin, Martin Lawrence, Bowlegged Lou, Paul Anthony, B-Fine, Tisha Campbell, Kamron, Iman, Queen Latifah","Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash."
146,House Party 3,Movie,Comedies,"Comedies, Music & Musicals",R,United States,1994,2021,9,01-09-21,Wednesday,94,min,Eric Meza,"Christopher Reid, Christopher Martin, Tisha Campbell, David Edwards, Angela Means, Ketty Lester, Bernie Mac, Michael Colyar, Chris Tucker, Khandi Alexander","After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications."
147,How to Be a Cowboy,TV Show,Reality TV,Reality TV,TV-PG,various,2021,2021,9,01-09-21,Wednesday,1,Season,unknown,Not listed,"Dale Brisby uses social media savvy and rodeo skills to keep cowboy traditions alive — and now he's teaching the world how to cowboy right, ol' son."
148,HQ Barbers,TV Show,TV Shows,TV Shows,TV-14,various,2020,2021,9,01-09-21,Wednesday,1,Season,Gerhard Mostert,"Hakeem Kae-Kazim, Chioma Omeruah, Orukotan Adejola, Flora Chiedo, Emeka Nwagbaraocha, Anthony Oseyemi, Oluwabukola Thomas, Soibifaa Dokubo","When a family run barber shop in the heart of Lagos is threatened by real estate developers, they'll do whatever it takes to stay in business."
149,I Got the Hook Up,Movie,Action & Adventure,"Action & Adventure, Comedies",R,United States,1998,2021,9,01-09-21,Wednesday,93,min,Michael Martin,"Master P, Anthony Johnson, Gretchen Palmer, Frantz Turner, Richard Keats, Joe Estevez, William Knight, Anthony Boswell, Tommy 'Tiny' Lister, Helen Martin, John Witherspoon, Mia X","After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van."
150,In Too Deep,Movie,Thrillers,Thrillers,R,United States,1999,2021,9,01-09-21,Wednesday,97,min,Michael Rymer,"Omar Epps, LL Cool J, Nia Long, Stanley Tucci, Pam Grier, Hill Harper, Jake Weber, David Patrick Kelly, Veronica Webb, Ron Canada, Robert LaSardo, Gano Grills, Ivonne Coll, Don Harvey, Mya, Nasir 'Nas' Jones, Jermaine Dupri","Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder."
151,Initial D,Movie,Action & Adventure,"Action & Adventure, International Movies",TV-14,China,2005,2021,9,01-09-21,Wednesday,109,min,"Andrew Lau Wai-keung, Alan Mak","Jay Chou, Anne Suzuki, Edison Chen, Anthony Wong Chau-sang, Shawn Yue, Chapman To, Jordan Chan, Kenny Bee","By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel."
152,Janoskians: Untold and Untrue,Movie,Comedies,Comedies,TV-MA,United States,2016,2021,9,01-09-21,Wednesday,88,min,Brett Weiner,"Jai Brooks, Luke Brooks, James Yammouni, Daniel Sahyounie, Beau Brooks",Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube.
153,Kid-E-Cats,TV Show,Kids' TV,Kids' TV,TV-Y,Russia,2016,2021,9,01-09-21,Wednesday,2,Seasons,unknown,"Lori Gardner, Kate Bristol, Billy Bob Thompson, Marc Thompson, Erica Schroeder","Cookie, Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning."
154,Kuroko's Basketball,TV Show,Anime Series,"Anime Series, International TV Shows, Teen TV Shows",TV-MA,Japan,2015,2021,9,01-09-21,Wednesday,3,Seasons,unknown,"Kensho Ono, Yuki Ono, Chiwa Saito, Yoshimasa Hosoya, Hirofumi Nojima, Kenji Hamada, Takuya Eguchi, Soichiro Hoshi, Tatsuhisa Suzuki, Go Inoue, Daisuke Ono, Ryohei Kimura, Junichi Suwabe, Kazuya Nakai, Fumiko Orikasa, Kenichi Suzumura, Kisho Taniyama, Hiroshi Kamiya","Five middle school basketball stars went to separate high schools, and now Tetsuya Kuroko and Seirin High are making their play for glory."
155,Labyrinth,Movie,Action & Adventure,"Action & Adventure, Children & Family Movies, Cult Movies",PG,United Kingdom,1986,2021,9,01-09-21,Wednesday,101,min,Jim Henson,"David Bowie, Jennifer Connelly, Frank Oz, Kevin Clash, Anthony Asbury, Dave Goelz, Brian Henson, Ron Mueck, Karen Prell, Shari Weiser","In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin."
156,Letters to Juliet,Movie,Comedies,"Comedies, Dramas, Romantic Movies",PG,United States,2010,2021,9,01-09-21,Wednesday,105,min,Gary Winick,"Amanda Seyfried, Christopher Egan, Gael García Bernal, Vanessa Redgrave, Franco Nero, Luisa Ranieri, Marina Massironi, Milena Vukotic, Marcia DeBonis, Luisa De Santis, Lidia Biondi, Giordano Formenti, Chris Egan","By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance."
157,Level 16,Movie,Sci-Fi & Fantasy,"Sci-Fi & Fantasy, Thrillers",TV-14,Canada,2018,2021,9,01-09-21,Wednesday,102,min,Danishka Esterhazy,"Katie Douglas, Celina Martin, Peter Outerbridge, Sara Canning, Alexis Whelan, Amalia Williamson, Josette Halpert, Kiana Madeira","In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape."
158,Love Don't Cost a Thing,Movie,Comedies,"Comedies, Romantic Movies",PG-13,United States,2003,2021,9,01-09-21,Wednesday,101,min,Troy Byer,"Nick Cannon, Christina Milian, Kenan Thompson, Kal Penn, Steve Harvey, Al Thompson, Ashley Monique Clark, Elimu Nelson, Nichole Robinson, Melissa Schuman",A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend.
159,Love in a Puff,Movie,Comedies,"Comedies, Dramas, International Movies",TV-MA,Hong Kong,2010,2021,9,01-09-21,Wednesday,103,min,Pang Ho-cheung,"Miriam Chin Wah Yeung, Shawn Yue, Singh Hartihan Bitto, Isabel Chan, Cheung Tat-ming, Matt Chow, Chui Tien-you, Queenie Chu, Charmaine Fong, Vincent Kok","When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections."
160,Major Dad,TV Show,TV Comedies,TV Comedies,TV-PG,United States,1992,2021,9,01-09-21,Wednesday,4,Seasons,unknown,"Gerald McRaney, Shanna Reed, Nicole Dubuc, Chelsea Hertford, Marisa Ryan, Matt Mulhern, Beverly Archer, Jon Cypher","When he marries a journalist and becomes stepdad to her daughters, a U.S. Marine finds his once-orderly life no longer entirely under his command."
161,Mars Attacks!,Movie,Comedies,"Comedies, Cult Movies, Sci-Fi & Fantasy",PG-13,United States,1996,2021,9,01-09-21,Wednesday,106,min,Tim Burton,"Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan, Danny DeVito, Martin Short, Sarah Jessica Parker, Michael J. Fox, Rod Steiger, Tom Jones, Lukas Haas, Natalie Portman","As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace."
162,Marshall,Movie,Dramas,Dramas,PG-13,United States,2017,2021,9,01-09-21,Wednesday,118,min,Reginald Hudlin,"Chadwick Boseman, Josh Gad, Kate Hudson, Sterling K. Brown, Dan Stevens, James Cromwell, Keesha Sharp, Roger Guenveur Smith, Derrick Baskin, Barrett Doss","This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer."
163,My Boss's Daughter,Movie,Comedies,"Comedies, Romantic Movies",R,United States,2003,2021,9,01-09-21,Wednesday,86,min,David Zucker,"Ashton Kutcher, Tara Reid, Jeffrey Tambor, Andy Richter, Michael Madsen, Jon Abrahams, David Koechner, Carmen Electra, Kenan Thompson, Terence Stamp, Molly Shannon","A young man house-sits for his mean boss, hoping to use it as an opportunity to win the heart of the boss's daughter, on whom he's long had a crush."
164,Mystery Men,Movie,Action & Adventure,"Action & Adventure, Comedies",PG-13,United States,1999,2021,9,01-09-21,Wednesday,121,min,Kinka Usher,"Ben Stiller, Hank Azaria, William H. Macy, Janeane Garofalo, Kel Mitchell, Paul Reubens, Wes Studi, Greg Kinnear, Geoffrey Rush, Lena Olin, Eddie Izzard, Artie Lange, Pras, Claire Forlani, Tom Waits",A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears.
165,Oldsters,TV Show,Crime TV Shows,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",TV-MA,various,2019,2021,9,01-09-21,Wednesday,1,Season,unknown,"Patricio Contreras, Alejandro Goic, Sergio Hernández, Mariana Loyola Ruz, Alejandro Trejo, Daniel Alcaíno Cuevas, Nicolás Poblete, Susana Hidalgo, Gloria Münchmeyer",Three friends in their 70s step out of retirement to become a band of outlaws whose mission is to help those let down by the justice system.
166,Once Upon a Time in America,Movie,Classic Movies,"Classic Movies, Dramas",R,Italy,1984,2021,9,01-09-21,Wednesday,229,min,Sergio Leone,"Robert De Niro, James Woods, Elizabeth McGovern, Treat Williams, Tuesday Weld, Burt Young, Joe Pesci, Danny Aiello, William Forsythe, James Hayden",Director Sergio Leone's sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City.
167,Open Season 2,Movie,Children & Family Movies,"Children & Family Movies, Comedies",PG,United States,2008,2021,9,01-09-21,Wednesday,76,min,"Matthew O'Callaghan, Todd Wilderman","Joel McHale, Mike Epps, Jane Krakowski, Billy Connolly, Crispin Glover, Steve Schirripa, Georgia Engel, Diedrich Bader, Cody Cameron, Fred Stoller, Olivia Hack",Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity.
168,Osmosis Jones,Movie,Action & Adventure,"Action & Adventure, Children & Family Movies, Comedies",PG,United States,2001,2021,9,01-09-21,Wednesday,95,min,"Bobby Farrelly, Peter Farrelly","Chris Rock, Laurence Fishburne, David Hyde Pierce, Brandy Norwood, William Shatner, Ron Howard, Kid Rock, Ben Stein",Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man who's the host to various organisms.
169,Poseidon,Movie,Action & Adventure,"Action & Adventure, Dramas",PG-13,United States,2006,2021,9,01-09-21,Wednesday,98,min,Wolfgang Petersen,"Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum, Mía Maestro, Mike Vogel, Kevin Dillon, Freddy Rodríguez","A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival."
170,Rhyme & Reason,Movie,Documentaries,"Documentaries, Music & Musicals",R,United States,1997,2021,9,01-09-21,Wednesday,89,min,Peter Spirer,"Too $hort, B-Real, Kurtis Blow, Da Brat, Grandmaster Caz, Sean ""P. Diddy"" Combs, Chuck D., Desiree Densiti, Dr. Dre, E-40, MC Eiht, Heavy D, Lauryn Hill, Ice-T, Wyclef Jean, Ras Kass, KRS-One, L.V., Mack 10, Craig Mack, Method Man, Keith Murray, Nasir 'Nas' Jones, The Notorious B.I.G., Master P, Q-Tip, Raekwon, Redman, Senen Reyes, Busta Rhymes, RZA, DJ Scratch, Erick Sermon, Tupac Shakur, Adario Strange, Suave","The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts."
171,Same Kind of Different as Me,Movie,Dramas,"Dramas, Faith & Spirituality",PG-13,United States,2017,2021,9,01-09-21,Wednesday,120,min,Michael Carney,"Greg Kinnear, Renée Zellweger, Djimon Hounsou, Jon Voight, Olivia Holt",A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.
172,School of Rock,Movie,Comedies,"Comedies, Music & Musicals",PG-13,United States,2003,2021,9,01-09-21,Wednesday,110,min,Richard Linklater,"Jack Black, Joan Cusack, Mike White, Sarah Silverman, Lee Wilkof, Kate McGregor-Stewart, Adam Pascal, Suzzanne Douglas, Miranda Cosgrove, Kevin Alexander Clark, Joey Gaydos Jr., Robert Tsai, Veronica Afflerbach, Jordan-Claire Green","Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll."
173,Snervous Tyler Oakley,Movie,Documentaries,"Documentaries, LGBTQ Movies",PG-13,United States,2015,2021,9,01-09-21,Wednesday,83,min,Amy Rice,Tyler Oakley,"The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international ""Slumber Party"" tour."
174,Tears of the Sun,Movie,Action & Adventure,"Action & Adventure, Dramas",R,United States,2003,2021,9,01-09-21,Wednesday,121,min,Antoine Fuqua,"Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker, Johnny Messner, Nick Chinlund, Charles Ingram, Paul Francis, Chad Smith, Tom Skerritt, Malick Bowens, Awaovieyi Agie","A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care."
175,The Blue Lagoon,Movie,Dramas,"Dramas, Romantic Movies",R,United States,1980,2021,9,01-09-21,Wednesday,105,min,Randal Kleiser,"Brooke Shields, Christopher Atkins, Leo McKern, William Daniels, Elva Josephson, Glenn Kohan, Alan Hopgood, Gus Mercurio","Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise."
176,The Golden Child,Movie,Action & Adventure,"Action & Adventure, Comedies",PG-13,United States,1986,2021,9,01-09-21,Wednesday,94,min,Michael Ritchie,"Eddie Murphy, J.L. Reate, Charles Dance, Charlotte Lewis, Victor Wong, Randall Tex Cobb, James Hong, Shakti Chen, Tau Logo, Tiger Chung Lee",A fast-talking L.A. social worker goes through a series of traps and terrors to find a kidnapped Tibetan child with mystical powers.
177,The Guns of Navarone,Movie,Action & Adventure,"Action & Adventure, Classic Movies",TV-14,United Kingdom,1961,2021,9,01-09-21,Wednesday,156,min,J. Lee Thompson,"Gregory Peck, David Niven, Anthony Quinn, Stanley Baker, Anthony Quayle, James Darren, Irene Papas, Gia Scala, James Robertson Justice, Richard Harris","During World War II, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel."
178,The Interview,Movie,Action & Adventure,"Action & Adventure, Comedies",R,United States,2014,2021,9,01-09-21,Wednesday,112,min,"Evan Goldberg, Seth Rogen","James Franco, Seth Rogen, Lizzy Caplan, Randall Park, Diana Bang, Timothy Simons, Reese Alexander, James Yi",Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un.
179,The Nutty Professor,Movie,Comedies,"Comedies, Romantic Movies",PG-13,United States,1996,2021,9,01-09-21,Wednesday,95,min,Tom Shadyac,"Eddie Murphy, Jada Pinkett Smith, James Coburn, Larry Miller, Dave Chappelle, John Ales, Patricia Wilson, Jamal Mixon","After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance."
180,The Nutty Professor II: The Klumps,Movie,Comedies,"Comedies, Romantic Movies",PG-13,various,2000,2021,9,01-09-21,Wednesday,107,min,Peter Segal,"Eddie Murphy, Janet Jackson, Larry Miller, John Ales, Richard Gant, Anna Maria Horsford, Melinda McGraw, Jamal Mixon, Gabriel Williams, Chris Elliott","After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation."
181,Turning Point: 9/11 and the War on Terror,TV Show,Docuseries,Docuseries,TV-14,various,2021,2021,9,01-09-21,Wednesday,1,Season,unknown,Not listed,"This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad."
182,Welcome Home Roscoe Jenkins,Movie,Comedies,Comedies,PG-13,United States,2008,2021,9,01-09-21,Wednesday,114,min,Malcolm D. Lee,"Martin Lawrence, James Earl Jones, Joy Bryant, Margaret Avery, Mike Epps, Mo'Nique, Cedric the Entertainer, Nicole Ari Parker, Michael Clarke Duncan, Louis C.K.","R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become."
183,In the Line of Fire,Movie,Action & Adventure,"Action & Adventure, Classic Movies",R,United States,1993,2021,8,31-08-21,Tuesday,129,min,Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott, Gary Cole, Fred Thompson, John Mahoney, Gregory Alan Williams, Jim Curley, Sally Hughes",A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.
184,Sparking Joy,TV Show,Reality TV,Reality TV,TV-PG,United States,2021,2021,8,31-08-21,Tuesday,1,Season,unknown,Marie Kondo,"In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life — and shares her own world."
185,Untold: Crime & Penalties,Movie,Documentaries,"Documentaries, Sports Movies",TV-MA,various,2021,2021,8,31-08-21,Tuesday,86,min,"Chapman Way, Maclain Way",Not listed,"They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good."
186,Hometown Cha-Cha-Cha,TV Show,International TV Shows,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,various,2021,2021,8,29-08-21,Sunday,1,Season,unknown,"Shin Min-a, Kim Seon-ho, Lee Sang-yi, Gong Min-jeung, Kim Young-ok, Cho Han-cheul, In Gyo-jin, Lee Bong-ryeon, Cha Cheong-hwa, Kang Hyung-suk","A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way."
187,The Ingenuity of the Househusband,TV Show,International TV Shows,"International TV Shows, TV Comedies",TV-G,various,2021,2021,8,29-08-21,Sunday,1,Season,unknown,Kenjiro Tsuda,A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.
188,2 Alone in Paris,Movie,Comedies,"Comedies, International Movies",TV-MA,France,2008,2021,8,28-08-21,Saturday,97,min,"Ramzy Bedia, Éric Judor","Ramzy Bedia, Éric Judor, Benoît Magimel, Kristin Scott Thomas, Élodie Bouchez, Édouard Baer, Fred Testot, Omar Sy","A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth."
189,Bread Barbershop,TV Show,Kids' TV,"Kids' TV, TV Comedies",TV-Y,various,2020,2021,8,28-08-21,Saturday,2,Seasons,unknown,"Um Sang-hyun, Park Yoon-hee, Kang Shi-hyun, Hong Bum-ki, Kim Hyun-wook, Lee In-suk, Song Ha-rim","In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood."
190,Thimmarusu,Movie,Dramas,"Dramas, International Movies",TV-14,India,2021,2021,8,28-08-21,Saturday,125,min,Sharan Koppisetty,"Satya Dev, Priyanka Jawalkar, Brahmaji","Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit."
191,Wind River,Movie,Dramas,"Dramas, Independent Movies",R,United Kingdom,2017,2021,8,28-08-21,Saturday,107,min,Taylor Sheridan,"Jeremy Renner, Elizabeth Olsen, Jon Bernthal, Gil Birmingham, Kelsey Asbille, Tantoo Cardinal, Teo Briones, Matthew Del Negro, Hugh Dillon, Julia Jones, James Jordan, Eric Lange, Martin Sensmeier, Mason Davis, Graham Greene",A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.
192,C Kkompany,Movie,Action & Adventure,"Action & Adventure, Comedies, International Movies",TV-14,India,2008,2021,8,27-08-21,Friday,127,min,Sachin Yardi,"Mithun Chakraborty, Tusshar Kapoor, Anupam Kher, Rajpal Yadav, Raima Sen, Dilip Prabhavalkar, Sanjay Mishra","Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous."
193,D.P.,TV Show,International TV Shows,"International TV Shows, TV Dramas",TV-MA,,2021,2021,8,27-08-21,Friday,1,Season,unknown,"Jung Hae-in, Koo Kyo-hwan, Kim Sung-kyun, Son Suk-ku",A young private’s assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.
194,Deadly Sins,TV Show,International TV Shows,"International TV Shows, Spanish-Language TV Shows, TV Dramas",TV-MA,various,2002,2021,8,27-08-21,Friday,1,Season,unknown,"Frank Ramirez, Patricia Castañeda, Chela del Río, Patrick Delmas, María José Martínez, Robinson Díaz, Juan Ángel, Guillermo Olarte, Constanza Duque, Marcela Carvajal",A multimillionaire fakes his death and forces his relatives to live together in his mansion for one year to see who's worthy of inheriting his fortune.
195,EMI: Liya Hai To Chukana Padega,Movie,Comedies,"Comedies, Dramas, International Movies",TV-14,India,2008,2021,8,27-08-21,Friday,128,min,Saurabh Kabra,"Sanjay Dutt, Arjun Rampal, Malaika Arora, Aashish Chaudhary, Neha Uberoi, Urmila Matondkar, Manoj Joshi, Daya Shankar Pandey, Pushkar Jog, Kulbhushan Kharbanda",A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.
196,He's All That,Movie,Comedies,"Comedies, Romantic Movies",TV-14,various,2021,2021,8,27-08-21,Friday,92,min,Mark Waters,"Addison Rae, Tanner Buchanan, Rachael Leigh Cook, Madison Pettis, Isabella Crovetti, Matthew Lillard, Peyton Meyer, Annie Jacob, Myra Molloy, Kourtney Kardashian","An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic ""She's All That."""
197,I Heart Arlo,TV Show,Kids' TV,"Kids' TV, TV Comedies",TV-Y7,various,2021,2021,8,27-08-21,Friday,1,Season,unknown,"Michael J. Woodard, Mary Lambert, Jonathan Van Ness, Haley Tju, Brett Gelman, Tony Hale, Vincent Rodriguez III, Annie Potts, Jessica Williams, Melissa Villaseñor, Cathy Vu, Jennifer Coolidge, Flea",It's a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood — and make it their own.
198,King of Boys: The Return of the King,TV Show,Crime TV Shows,"Crime TV Shows, International TV Shows, TV Dramas",TV-MA,Nigeria,2021,2021,8,27-08-21,Friday,1,Season,Kemi Adetiba,"Sola Sobowale, Toni Tones, Richard Mofe-Damijo, Efa Iwara, Titi Kuti, Tobechukwu ""iLLbliss"" Ejiofor, Remilekun ""Reminisce"" Safaru, Charles  ""Charly Boy"" Oputa, Nse Ikpe-Etim, Keppy Ekpenyong Bassey, Bimbo Manuel, Akin Lewis, Lord Frank, Osas Ighodaro, Taiwo Ajai-Lycett, Paul Sambo","Alhaja Eniola Salami starts anew and sets her sights on a different position of power, fueled by revenge, regret and ruthlessness."
199,Koi Aap Sa,Movie,Comedies,"Comedies, Dramas, International Movies",TV-14,India,2006,2021,8,27-08-21,Friday,135,min,Partho Mitra,"Aftab Shivdasani, Natassha, Dipannita Sharma, Himanshu Mallik, Vaidya Advai, Pushy Anand, Shama Deshpande, Rajendra Gupta","Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her."
